domain,recording_id,source_frame_index,timestamp_ns,timestamp_s,image_path,selection_reason,failure_mode_candidate,confidence,entropy,split_group,route_segment,route_progression,pairing_id,strata_covered,expected_classes,hand_visibility_candidate,provenance
motorcycle,motorcycle_5ab8604a14df,13590,3080823490207,3080.823490207,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013590.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.949823556095374,,cockpit:minimal;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13800,3094822587383,3094.822587383,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013800.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.9655002208411027,,cockpit:minimal;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8445,2737850366343,2737.850366343,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008445.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5628755806408711,,cockpit:prominent;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:signage;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13980,3106821607759,3106.821607759,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013980.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9735929856284208,,cockpit:prominent;domain:motorcycle;geometry:turning;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:high;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8535,2743849615937,2743.849615937,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008535.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5736097541540371,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3554,2411809420019,2411.809420019,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003554.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.22342947265405147,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q0;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3854,2431808028591,2431.808028591,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003854.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.2569071839354528,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:medium;route:q1;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3194,2387811275103,2387.811275103,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003194.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.17221411662070993,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q0;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_surface;traffic_sign,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8625,2749849073550,2749.84907355,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008625.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.585408627788008,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,6825,2629858914071,2629.858914071,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006825.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.478238067011614,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:bright;motion:medium;route:q1;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,4724,2489803461873,2489.803461873,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_004724.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.3393796082134688,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;quality:low_sharpness;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8490,2740850174738,2740.850174738,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008490.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5672767626757537,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:bright;motion:medium;route:q2;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,10740,2890838540436,2890.838540436,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_010740.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.7777388203357225,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:out_of_frame;light:bright;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,13905,3101821923853,3101.821923853,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013905.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9688432683669137,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3599,2414809033072,2414.809033072,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003599.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.22974444009499193,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:high;route:q0;scene:boundary;scene:clear;scene:markings;scene:pedestrian,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3269,2392810794958,2392.810794958,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003269.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.18340283321161618,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q0;scene:clear;scene:markings,lane_marking;other_environment;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,11880,2966832429894,2966.832429894,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011880.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.8654131884968083,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:bright;motion:medium;route:q3;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9735,2823843697904,2823.843697904,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009735.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.679672370197837,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,1979,2306817577248,2306.817577248,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_001979.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.08009542728520722,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q0;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3509,2408809636092,2408.809636092,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003509.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.21730889185304045,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:bright;motion:high;route:q0;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9780,2826843228676,2826.843228676,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009780.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.683211703463426,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,4094,2447806772759,2447.806772759,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_004094.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.2856529444102544,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:bright;motion:medium;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,3404,2401810298249,2401.810298249,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003404.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.20309699894304467,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;quality:low_sharpness;route:q0;scene:boundary;scene:clear;scene:markings;scene:two_wheeler,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8580,2746849474331,2746.849474331,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008580.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5796427956864614,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:clear;scene:markings;scene:two_wheeler,lane_marking;other_environment;road_surface;two_wheeler,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,6389,2600794720707,2600.794720707,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006389.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.45556329129500006,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q1;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,914,2235823214759,2235.823214759,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_000914.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.01967407790574913,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q0;scene:clear;scene:markings,lane_marking;other_environment;road_surface,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3644,2417809088550,2417.80908855,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003644.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.23597402707338427,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:medium;route:q0;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,14040,3110821027873,3110.821027873,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_014040.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9813177723804043,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:high;route:q3;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8670,2752848925987,2752.848925987,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008670.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5909398254380238,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9660,2818844147602,2818.844147602,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009660.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6759006879535746,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,4349,2464805248612,2464.805248612,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_004349.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.3137935449130312,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:out_of_frame;light:normal;motion:medium;quality:low_sharpness;route:q1;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface,"{""left"": ""not_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,6765,2625859273477,2625.859273477,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_006765.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.4735774531458099,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9825,2829842955467,2829.842955467,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009825.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6882169910968011,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,4679,2486803596259,2486.803596259,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_004679.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.33523954860961547,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:bright;motion:low;quality:low_sharpness;route:q1;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,5309,2528799721342,2528.799721342,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_005309.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.3884331529342233,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q1;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,8700,2754848938854,2754.848938854,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_008700.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.594404515790636,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q2;scene:clear;scene:markings,lane_marking;other_environment;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,12000,2974831960019,2974.831960019,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_012000.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.8713675149456486,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:signage;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,11025,2909836958373,2909.836958373,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_011025.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.8052928078876201,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:partially_visible;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""partially_visible"", ""right"": ""out_of_frame""}",{}
motorcycle,motorcycle_5ab8604a14df,90,2180827683093,2180.827683093,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_000090.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:not_visible;hand:right:not_visible;light:normal;motion:medium;quality:low_sharpness;route:q0;scene:clear;scene:two_wheeler,other_environment;road_surface,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,3944,2437807507061,2437.807507061,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_003944.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.2669140542661653,,cockpit:partial;domain:motorcycle;geometry:straight;hand:left:out_of_frame;hand:right:not_visible;light:bright;motion:medium;route:q1;scene:boundary;scene:clear;scene:markings;scene:signage,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;traffic_sign,"{""left"": ""out_of_frame"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,13545,3077823725675,3077.823725675,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_013545.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9467324991550805,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q3;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:signage,lane_marking;other_environment;regulatory_road_marking;road_boundary_or_obstacle;road_surface;traffic_sign,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
motorcycle,motorcycle_5ab8604a14df,9315,2795845017582,2795.845017582,output/article1/ingestion/scout/motorcycle_5ab8604a14df/frames/rectified/frame_009315.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6531475544544902,,cockpit:partial;domain:motorcycle;geometry:turning;hand:left:not_visible;hand:right:not_visible;light:normal;motion:high;route:q2;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""not_visible"", ""right"": ""not_visible""}",{}
